surname,forename,gender,id,balance,age,start,profession,online,single num,weight_num,null,single cat,weight_cat
Finocchiaro,Leigh,M,CU_5746151,146.87,58.867,02-09-18,Structural Engineer,0.0,1.0,1,,A,A
Lierman,Archibald ,M,CU_6172136,215.44,,11-04-18,Software Engineer IV,,,1,,,A
Robante,Anita ,F,CU_9203178,149.36,58.782,03-11-18,Assistant Manager,0.0,,1,,A,A
Blowe,Layla ,F,CU_7441899,523.67,,08-04-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Carattini,Robert,M,CU_4517356,144.43,40.719,02-09-18,,0.0,1.0,1,,A,A
Weikle,Daron,M,CU_8080879,347.77,37.357,03-26-18,,1.0,1.0,1,,A,A
Montan,Jemimah ,F,CU_9293298,156.58,41.959,07-06-18,Senior Sales Associate,0.0,1.0,1,,A,A
Colpitts,Reid ,M,CU_5877235,771.29,59.284,09-30-18,Data Coordiator,0.0,1.0,1,,,A
Barna,Debora,F,CU_6458872,149.56,39.414,03-23-18,Software Engineer IV,0.0,1.0,1,,,A
Brucie,Antonina ,F,CU_7294458,167.95,29.697,09-09-18,Information Systems Manager,0.0,1.0,1,,,A
Kottlowski,Lexi-Mae ,F,CU_6237696,203.35,78.728,08-11-18,Software Engineer IV,0.0,1.0,1,,,A
Priolean,Saanvi ,F,CU_4632064,244.73,,02-06-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Menzella,Eli,M,CU_4500994,147.83,70.186,04-04-18,Software Engineer IV,,,1,,A,A
Troutt,Nellie,F,CU_8179201,157.46,59.421,05-22-18,Actuary,,1.0,1,,A,A
Mowder,Dale,M,CU_9571844,113.93,56.875,07-17-18,Software Engineer IV,0.0,1.0,1,,,A
Bryce,Judson,M,CU_5844486,151.81,45.332,08-29-18,Senior Sales Associate,,1.0,1,,A,A
Hembrey,Hope,F,CU_7581195,189.32,,01-29-18,Structural Engineer,0.0,1.0,1,,A,A
Langelier,Maisie ,F,CU_2141708,141.98,35.681,03-18-18,Data Coordiator,,1.0,1,,A,A
Cerva,Regan ,M,CU_6868492,302.01,,01-14-18,Data Coordiator,0.0,1.0,1,,,A
Ahmann,Beatrice ,F,CU_2592268,126.11,59.252,12-07-18,Data Coordiator,,1.0,1,,A,A
Wenger,Sonia ,F,CU_9129489,172.7,57.999,03-19-18,Data Coordiator,,1.0,1,,,A
Krase,German,M,CU_8343058,61.49,73.097,10-26-18,Software Engineer IV,,1.0,1,,A,A
Velunza,Ryan,M,CU_6737428,108.79,41.922,11-07-18,Senior Sales Associate,0.0,1.0,1,,,A
Chari,Ameer ,M,CU_7802391,125.54,55.07,05-12-18,Software Engineer IV,0.0,1.0,2,,,C
Thaman,Marcel ,M,CU_1805849,134.04,58.261,02-05-18,Software Engineer IV,1.0,1.0,1,,,A
Gillis,Lakisha,F,CU_3378714,134.77,54.998,11-05-18,Software Engineer IV,,1.0,1,,,A
Levier,Rayyan ,M,CU_3739161,147.6,68.056,02-12-18,,0.0,,1,,A,A
Boruvka,Betsy ,F,CU_9014813,141.38,,10-25-18,Assistant Manager,,1.0,1,,A,A
Ocanaz,Julian ,M,CU_8883743,201.57,45.118,05-09-18,Social Worker,0.0,,1,,A,A
Kazmierczak,Laurie,F,CU_4574752,300.09,55.363,04-05-18,Software Engineer IV,,1.0,1,,A,A
Bagnell,Anisa ,F,CU_8457759,207.03,40.511,04-05-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Gachupin,Reyes,M,CU_8072739,129.02,51.389,01-02-18,Data Coordiator,,1.0,1,,A,A
Leep,Idris ,M,CU_7368228,206.95,64.556,12-09-18,Assistant Manager,0.0,,1,,,A
Newberg,Lorcan ,M,CU_7990820,198.8,55.588,05-03-18,Social Worker,0.0,1.0,1,,,A
Kilpatrick,Fred,M,CU_6131238,185.27,,09-21-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Akapo,Gracie-May ,F,CU_4009509,276.68,41.741,09-22-18,Assistant Manager,,1.0,1,,A,A
Lueras,Dylan,M,CU_6311468,296.36,63.218,07-08-18,,,1.0,1,,,A
Kreb,Zaynah ,F,CU_8621613,171.61,32.587,07-02-18,Software Engineer IV,,1.0,1,,A,A
Sabbagh,Elsa ,F,CU_5148207,105.02,58.559,10-14-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Nishioka,Monte,M,CU_5885489,166.6,40.418,07-24-18,Assistant Manager,0.0,1.0,1,,,A
Donelon,Elijah,M,CU_9170483,568.96,,10-31-18,Data Coordiator,1.0,1.0,1,,A,B
Kaak,Skyla ,F,CU_2690613,147.82,23.091,01-12-18,Social Worker,0.0,,1,,A,A
Behnke,Tai ,M,CU_2944567,88.39,22.336,06-21-18,Data Coordiator,,1.0,1,,,A
Milbrandt,Mathew,M,CU_5172795,154.91,,07-18-18,Assistant Manager,,1.0,1,,,A
Aldarondo,Hafsah ,F,CU_8941116,156.25,64.439,01-29-18,Software Engineer IV,,1.0,1,,,A
Sequeira,Alexander,M,CU_4050495,113.15,31.528,03-15-18,Computer Systems Analyst II,,1.0,1,,A,A
Khemmanivong,Isobella ,F,CU_8048191,417.09,62.806,05-17-18,Software Engineer IV,0.0,,1,,A,A
Buschner,Ronda,F,CU_2723397,108.68,,03-04-18,Safety Technician IV,,1.0,1,,A,A
Manske,Curtis,M,CU_9784902,89.01,55.825,05-05-18,,1.0,,1,,A,A
Hankinson,Ishaan ,M,CU_4550215,204.3,52.964,10-25-18,Information Systems Manager,0.0,1.0,1,,A,A
Taliaferro,Fredrick,M,CU_7425608,133.03,73.932,11-21-18,Assistant Manager,,,1,,,A
Duffey,Hannah,F,CU_2420297,204.52,59.767,07-21-18,Software Engineer IV,1.0,,2,,,C
Odriscoll,Betty ,F,CU_5516874,59.75,55.66,07-01-18,Computer Systems Analyst II,,1.0,1,,,A
Fornier,Dewey,M,CU_5836361,140.61,43.73,07-21-18,Software Engineer IV,0.0,1.0,1,,,A
Navejas,Faris ,M,CU_6712905,325.49,,12-18-18,Senior Sales Associate,,,1,,,A
Concepcion,Aurelia,F,CU_4525645,210.75,55.631,12-17-18,Assistant Manager,0.0,1.0,1,,,A
Henneberry,Juliana,F,CU_1429071,145.97,25.353,07-26-18,Software Engineer IV,0.0,1.0,1,,,A
Hatt,Emil,M,CU_4853330,119.58,22.026,01-06-18,Software Engineer IV,,,1,,A,A
Abuhl,Jonah ,M,CU_2338387,200.48,28.006,09-21-18,,0.0,1.0,1,,A,A
Radice,Jax ,M,CU_8474196,304.56,40.772,08-25-18,Assistant Manager,,1.0,1,,,A
Chaudhuri,Levi ,M,CU_8130134,125.6,52.347,06-14-18,Actuary,,1.0,1,,,A
Rimbach,Denis,M,CU_5467737,119.16,37.951,05-06-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Kozicki,Lucien,M,CU_3124834,72.6,36.932,10-15-18,Assistant Manager,,1.0,1,,A,A
Spang,Eddie,F,CU_6540899,121.18,40.645,09-03-18,,,1.0,1,,A,A
Oliveri,Digby ,M,CU_1461860,120.49,50.827,08-12-18,Software Engineer IV,0.0,1.0,1,,,A
Sacavage,Kenny,M,CU_4812388,127.38,,11-15-18,Senior Sales Associate,0.0,1.0,1,,A,A
Aun,Rhiannon ,F,CU_7835238,128.44,53.504,11-03-18,Software Engineer IV,0.0,1.0,1,,,A
Hawe,Joanne ,F,CU_2248295,578.91,39.136,10-11-18,,,1.0,1,,A,A
Lemkau,Noel,M,CU_6114924,155.23,62.111,03-29-18,,,,1,,,A
Branan,Ali,M,CU_6499949,175.71,61.311,11-08-18,Statistician III,1.0,1.0,1,,,A
Balduf,Marina,F,CU_6049390,121.14,28.606,10-08-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Badders,Gavin ,M,CU_7868014,147.03,56.286,05-15-18,Computer Systems Analyst II,0.0,1.0,1,,A,A
Craven,Samantha,F,CU_7442029,126.89,62.021,10-16-18,Assistant Manager,,1.0,1,,,A
Gilding,Cecelia,F,CU_5025392,96.76,55.139,10-19-18,,0.0,1.0,1,,A,A
Buchenau,Liam ,M,CU_5860978,174.48,39.74,11-05-18,Data Coordiator,,1.0,1,,A,A
Maggart,Leonard ,M,CU_8449651,132.55,64.073,12-27-18,Assistant Manager,0.0,1.0,1,,A,A
Lenzen,Abe,M,CU_4787826,244.05,32.065,05-15-18,Senior Sales Associate,,1.0,1,,A,A
Nawwar,Orlando ,M,CU_3837557,35.5,55.96,03-24-18,Software Engineer IV,,1.0,1,,A,A
Neumann,Jimmy,M,CU_4132469,130.67,60.722,11-25-18,Design Engineer,0.0,,2,,,C
Badoni,Erna,F,CU_5738103,121.95,,11-04-18,,0.0,1.0,1,,,A
Barbrick,Vilma,F,CU_2027128,162.26,40.398,02-27-18,Structural Engineer,0.0,1.0,1,,,A
Delvecchio,Olin,M,CU_7351928,158.3,54.074,05-11-18,Software Engineer IV,0.0,1.0,1,,,A
Salaza,Cadi ,F,CU_4820602,143.26,57.681,02-01-18,Librarian,,1.0,1,,A,A
Hrna,Jose ,M,CU_1085050,40.56,61.942,05-09-18,Software Engineer IV,0.0,,1,,,A
Delbo,Kelly,F,CU_6680189,144.67,62.282,07-11-18,Assistant Manager,0.0,1.0,1,,,A
Yozzo,Annette,F,CU_5123709,174.75,44.004,10-24-18,Sales Associate,0.0,1.0,1,,A,A
Hughey,Liza,F,CU_2158207,207.83,41.983,03-07-18,Design Engineer,,1.0,1,,,A
Straube,Rosanna ,F,CU_4632193,145.43,56.277,04-19-18,Structural Engineer,0.0,1.0,1,,A,A
Mcnitt,Latasha,F,CU_6336131,90.0,42.554,03-02-18,Information Systems Manager,0.0,,1,,A,A
Luing,Tyron,M,CU_8785541,143.34,42.573,11-23-18,Information Systems Manager,,,1,,,A
Pacol,Alexis,F,CU_2412167,164.45,39.421,07-20-18,Senior Sales Associate,1.0,1.0,1,,,A
Saia,Morton,M,CU_3387016,267.94,48.315,04-26-18,Assistant Manager,0.0,1.0,1,,,A
Tradup,Roosevelt,M,CU_3976844,119.8,35.256,01-17-18,Information Systems Manager,,1.0,1,,,A
Prchal,Lorenzo,M,CU_8228494,111.94,57.845,04-23-18,Software Engineer IV,0.0,1.0,1,,A,A
Housler,Humaira ,F,CU_2379407,155.7,48.432,07-06-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Leech,Alphonso,M,CU_6786703,130.34,52.662,07-24-18,Assistant Manager,0.0,1.0,1,,A,A
Korineck,Ines ,F,CU_1044113,109.43,56.536,03-22-18,Assistant Manager,,1.0,1,,A,A
Segundo,Courtney ,F,CU_8343186,336.79,54.903,12-28-18,Assistant Manager,0.0,,1,,,A
Flaten,Truman,M,CU_7253651,97.73,64.545,06-23-18,Data Coordiator,,1.0,2,,A,C
Mizutani,Gerardo,M,CU_8236692,278.88,28.8,08-04-18,Assistant Manager,,1.0,1,,A,A
Spigelmyer,Abel,M,CU_5992085,181.87,,07-14-18,Software Engineer IV,1.0,1.0,1,,A,A
Guley,Patricia ,F,CU_6721172,140.68,52.313,10-17-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Nunno,Norman,M,CU_7065232,130.47,49.891,03-19-18,Computer Systems Analyst II,,,1,,,A
Zaeske,Austin,M,CU_3509912,140.58,31.835,07-14-18,,0.0,1.0,1,,A,A
Maness,Lionel,M,CU_7556765,480.45,57.103,04-23-18,Data Coordiator,,1.0,1,,A,A
Paley,Milo,M,CU_5492383,159.59,44.709,05-05-18,,,1.0,1,,A,A
Otar,Dawn,F,CU_2993823,212.03,59.284,11-13-18,Senior Sales Associate,0.0,1.0,1,,,A
Cieslik,Bridgette,F,CU_3002017,347.86,64.227,10-07-18,,0.0,1.0,1,,,A
Klaus,Claude,M,CU_8326818,123.75,57.122,10-10-18,Data Coordiator,0.0,1.0,1,,A,A
Bowdle,Jerome,M,CU_4279971,175.22,55.43,06-07-18,Software Engineer IV,,1.0,1,,A,A
Heesch,Beulah,F,CU_1052325,122.9,35.897,03-20-18,Data Coordiator,,1.0,1,,,A
Anreozzi,Pat,F,CU_2371239,196.01,,04-27-18,Assistant Manager,,1.0,1,,,A
Kawaiaea,Nelly ,F,CU_2764457,135.27,45.358,12-02-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Birt,Kasey,M,CU_5574319,189.05,29.857,01-22-18,Actuary,,,1,,,A
Hodgins,Benton,M,CU_6041263,646.84,38.277,01-21-18,Design Engineer,1.0,,1,,A,A
Wuellenweber,Federico,M,CU_6434481,123.09,35.717,08-08-18,,0.0,1.0,1,,,A
Boisse,Kianna ,F,CU_7769778,159.63,39.487,03-10-18,Software Engineer IV,1.0,1.0,1,,A,A
Gaeta,Felix ,M,CU_5172915,250.32,,09-02-18,Senior Sales Associate,,1.0,1,,,A
Foppiano,Emilia ,F,CU_1937078,103.02,31.791,02-10-18,Data Coordiator,,1.0,1,,A,A
Wacker,Randell,M,CU_6352569,229.33,40.92,12-25-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Hoeflich,Antoni ,M,CU_9219769,164.09,62.281,05-15-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Dewoody,Isabella,F,CU_3755705,149.65,69.322,12-09-18,Information Systems Manager,0.0,1.0,1,,,A
Waack,Roxie ,F,CU_9490109,230.45,59.231,05-21-18,Structural Engineer,0.0,,1,,A,A
Wolz,Shelly,F,CU_3264190,132.95,51.978,10-14-18,Structural Engineer,1.0,,1,,A,B
Cheshire,Eren ,M,CU_6663870,292.06,61.579,12-28-18,Assistant Manager,,,1,,A,A
Abuel,Robin,M,CU_2035391,125.88,60.204,05-04-18,Assistant Manager,0.0,1.0,1,,A,A
Manthei,Everett,M,CU_1633987,129.06,61.68,08-13-18,Data Coordiator,,1.0,1,,A,A
Contopoulos,Paige ,F,CU_4853445,152.9,39.675,08-30-18,Computer Systems Analyst II,0.0,1.0,1,,A,A
Harger,Gavin,M,CU_1797830,144.36,54.787,08-15-18,Software Engineer IV,0.0,1.0,1,,A,A
Conran,Lee,F,CU_7204551,112.57,47.835,07-17-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Wallau,Nojus ,M,CU_3739340,158.41,30.942,01-26-18,Structural Engineer,1.0,1.0,1,,A,A
Whitis,Livia ,F,CU_9359053,167.09,58.139,05-08-18,Sales Associate,,1.0,1,,A,A
Figurski,Mayson ,M,CU_4345553,202.1,,10-02-18,Software Engineer IV,,1.0,1,,,A
Flahive,Roland,M,CU_6098642,169.65,51.868,06-18-18,,,1.0,1,,A,A
Praino,Graham,M,CU_5746387,169.64,57.397,12-27-18,Structural Engineer,0.0,,1,,,A
Kozinski,Matteo ,M,CU_1937108,79.62,37.294,07-04-18,Software Engineer IV,1.0,1.0,1,,,A
Bartol,Willy,M,CU_5148371,234.52,31.568,08-09-18,Safety Technician IV,,1.0,1,,A,A
Joyne,Kobi ,M,CU_3919574,618.26,56.736,05-10-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Jardel,Mohammad,M,CU_8711895,177.11,30.525,08-10-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Kakudji,Ismaeel ,M,CU_6852312,175.93,56.792,09-20-18,,,1.0,1,,,A
Balcomb,Valentina ,F,CU_2715353,150.02,36.124,08-20-18,Assistant Manager,0.0,1.0,1,,,A
Csuhta,Zaid ,M,CU_1003226,157.02,53.631,02-24-18,Software Engineer IV,1.0,1.0,1,,A,A
Franson,Lillie,F,CU_8277723,150.0,26.707,11-30-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Weicht,Cedrick,M,CU_4001499,428.6,39.784,10-14-18,,0.0,1.0,1,,A,A
Scheitlin,Marcella,F,CU_4910813,140.08,,11-14-18,,1.0,1.0,1,,,A
Borjas,Ian ,M,CU_1961693,493.99,22.701,02-22-18,Assistant Manager,0.0,1.0,1,,,A
Sroczynski,Jake,M,CU_7573215,154.18,,06-26-18,Software Engineer IV,1.0,1.0,1,,,A
Silveira,Floyd,M,CU_2756319,570.39,50.509,12-21-18,Senior Sales Associate,0.0,1.0,1,,A,A
Palin,Isaac,M,CU_5213920,260.17,56.252,04-27-18,Assistant Manager,,,1,,A,A
Dunne,Lyla ,F,CU_8048351,175.07,44.983,05-15-18,Software Engineer IV,,,1,,A,A
Tamburo,Shaun ,M,CU_9072353,255.95,58.616,09-23-18,Social Worker,1.0,,1,,A,A
Felice,Nolan,M,CU_6868708,157.91,,04-16-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Feinberg,Nicolas,M,CU_4574948,134.62,,10-10-18,Assistant Manager,,1.0,1,,,A
Gonzales,Carl ,M,CU_4853469,156.34,51.527,04-20-18,Software Engineer IV,0.0,1.0,1,,A,A
Cerrillo,Haywood,M,CU_1511137,135.93,58.165,11-11-18,Data Coordiator,0.0,,1,,A,A
Salonia,Latoya,F,CU_3485417,124.64,59.424,07-08-18,Software Engineer IV,0.0,1.0,1,,A,A
Lundi,Vito,M,CU_5148393,153.86,48.801,12-10-18,Assistant Manager,0.0,,2,,A,C
Matsushita,Serena ,F,CU_6704873,184.68,47.602,11-12-18,,,1.0,1,,A,A
Mccahill,Alton,M,CU_3141353,156.26,45.141,12-12-18,,,1.0,1,,,A
Mrkvicka,Amir ,M,CU_8285934,43.35,23.817,07-24-18,Structural Engineer,,1.0,1,,A,A
Hagele,Louie,M,CU_5574384,189.81,39.664,02-24-18,,0.0,1.0,1,,A,A
Sacramed,Hanna ,F,CU_2633457,360.07,36.084,12-01-18,Data Coordiator,1.0,1.0,1,,,A
Hallman,Steven,M,CU_6311665,152.87,50.685,01-23-18,Software Engineer IV,0.0,1.0,1,,,A
Tugade,Chuck,M,CU_1601267,392.34,38.537,06-14-18,Software Engineer IV,0.0,,1,,A,A
Bouleris,Wyatt ,M,CU_9481972,94.74,58.059,12-28-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Dupras,Scotty,M,CU_5058295,174.71,49.945,06-15-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
People,Francis ,M,CU_8384248,72.11,,05-30-18,Software Engineer IV,,1.0,1,,,A
Aymar,Jaxon ,M,CU_9129719,102.37,,11-20-18,Data Coordiator,0.0,,1,,A,A
Faggins,Nadine,F,CU_4959995,163.85,53.056,08-08-18,Assistant Manager,0.0,1.0,1,,,A
Heal,Hollis,M,CU_3919612,268.37,34.581,03-08-18,Assistant Manager,0.0,,1,,,A
Vollenweider,Sunny ,M,CU_4501246,133.65,61.58,11-16-18,Software Engineer IV,1.0,1.0,1,,,A
Neren,Muriel ,F,CU_3772159,137.83,43.534,12-25-18,Software Engineer IV,,1.0,1,,,A
Mcquay,Mehreen ,F,CU_3510014,156.26,30.409,02-27-18,Senior Sales Associate,,,1,,A,A
Klande,Maricela,F,CU_6205186,162.32,56.141,12-01-18,Assistant Manager,0.0,1.0,1,,A,A
Lassalle,Florentino,M,CU_8687363,166.45,35.477,04-16-18,Assistant Manager,0.0,1.0,1,,,A
Hertel,Joel,M,CU_7163653,429.47,64.39,11-09-18,Librarian,1.0,,1,,A,A
Steffensmeier,Nathan ,M,CU_9449222,186.5,33.15,10-30-18,Software Engineer IV,0.0,1.0,1,,A,A
Seres,Miquel,M,CU_3665671,133.94,52.302,01-05-18,Software Engineer IV,0.0,,1,,,A
Husband,Iwan ,M,CU_2215688,118.25,70.884,11-20-18,Information Systems Manager,0.0,1.0,1,,A,A
Dlouhy,Uzair ,M,CU_3944197,92.66,26.763,03-15-18,Social Worker,1.0,1.0,1,,A,A
Faerber,Gethin ,M,CU_9645830,135.1,57.276,09-08-18,Computer Systems Analyst II,,1.0,1,,A,A
Marrington,Charley ,M,CU_6352653,160.07,,09-18-18,Data Coordiator,0.0,1.0,1,,A,A
Filyan,Kody ,M,CU_9817869,134.67,,08-15-18,Sales Associate,,1.0,1,,A,A
Sarmento,Mackenzie ,M,CU_7843601,196.22,59.782,11-27-18,Senior Sales Associate,0.0,,1,,A,A
Pollinger,Zak ,M,CU_3944210,523.3,40.704,08-02-18,Software Engineer IV,,1.0,1,,A,A
Rasnick,Veronica,F,CU_3944212,171.51,58.193,01-16-18,Senior Sales Associate,0.0,1.0,1,,A,A
Leemow,Stan,M,CU_7024405,113.9,,07-31-18,Senior Sales Associate,1.0,1.0,1,,A,A
Emoto,Daisy,F,CU_8777492,176.5,42.632,10-11-18,Software Engineer IV,0.0,1.0,1,,A,A
Santisteban,Marissa,F,CU_1650456,217.35,53.099,09-01-18,Assistant Manager,0.0,1.0,1,,A,A
Speilman,Pearl ,F,CU_6106908,155.27,60.629,01-07-18,Data Coordiator,0.0,,1,,,A
Summerhill,Lance,M,CU_5533469,167.25,54.501,11-20-18,Assistant Manager,,1.0,1,,A,A
Bodin,Gladys ,F,CU_2117406,171.64,30.779,10-17-18,,0.0,1.0,1,,,A
Couts,Carly,F,CU_2699040,138.04,,06-04-18,Software Engineer IV,,1.0,1,,,A
Emler,Norberto,M,CU_8261409,159.8,59.167,08-08-18,,1.0,,1,,A,A
Isbrecht,Tahlia ,F,CU_8638243,137.59,37.038,01-30-18,Safety Technician IV,0.0,1.0,1,,A,A
Gayoso,Kendra ,F,CU_7212836,227.97,29.688,10-30-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Hediger,Ffion ,F,CU_3706660,380.71,59.899,02-13-18,Structural Engineer,0.0,1.0,1,,A,A
Stinemetz,Elvia,F,CU_2993961,295.17,52.818,01-02-18,Software Engineer IV,,1.0,1,,A,A
Vanord,Ruby-Leigh ,F,CU_7614251,341.53,24.024,10-23-18,Software Engineer IV,0.0,1.0,1,,,A
Grubman,Jack ,M,CU_5631788,126.45,46.245,07-24-18,Information Systems Manager,,1.0,1,,,A
Lindroth,Coleman,M,CU_4067117,455.19,58.881,03-14-18,Data Coordiator,1.0,1.0,1,,A,A
Nothstein,Jerald,M,CU_8916786,134.31,45.101,05-12-18,Data Coordiator,,1.0,1,,A,A
Heyman,Arran ,M,CU_4493106,393.87,,08-28-18,,0.0,1.0,1,,A,A
Campanile,Zain ,M,CU_8744756,206.82,53.112,07-08-18,Sales Associate,1.0,1.0,1,,A,A
Espinel,Gabriele ,F,CU_3411763,135.44,59.222,03-29-18,Software Engineer IV,0.0,1.0,1,,,A
Zuchowski,Noah,M,CU_3059509,220.94,38.673,02-13-18,Assistant Manager,,1.0,1,,A,A
Beat,Harley,M,CU_3403571,124.62,41.833,07-09-18,Assistant Manager,1.0,,1,,,A
Asta,Zoe ,F,CU_8425272,151.76,56.243,03-27-18,Software Engineer IV,,1.0,1,,A,A
Smyrski,Kacey ,F,CU_3321657,128.94,30.918,02-24-18,Data Coordiator,0.0,1.0,1,,A,A
Savka,River ,M,CU_4771641,170.61,30.789,03-21-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Tollerson,Nathan,M,CU_1150776,272.13,57.721,04-23-18,Software Engineer IV,,1.0,1,,,A
Gustine,Aadil ,M,CU_7728957,160.71,,07-04-18,Assistant Manager,0.0,1.0,1,,A,A
Vento,Brittany,F,CU_3739456,46.51,,06-19-18,Structural Engineer,0.0,1.0,1,,,A
Tisa,Liliana ,F,CU_8253248,123.08,52.357,12-16-18,,0.0,,1,,A,A
Coray,Laverne,F,CU_3010369,148.14,55.732,10-16-18,Data Coordiator,0.0,1.0,1,,A,A
Frisco,Keiron ,M,CU_6229829,227.07,48.437,10-13-18,Data Coordiator,0.0,1.0,1,,A,A
Sympson,Tracy,M,CU_2314053,162.35,36.634,03-01-18,Software Engineer IV,,1.0,1,,A,A
Allgire,Ricky,M,CU_2330438,172.3,57.339,04-26-18,,,1.0,1,,,A
Lodholz,Leighton ,M,CU_9867080,135.69,41.048,10-30-18,Data Coordiator,1.0,1.0,1,,,A
Stiebel,Willis,M,CU_4198217,227.94,47.129,10-15-18,Safety Technician IV,0.0,1.0,1,,A,A
Mccleveland,Leon ,M,CU_1691466,167.92,56.611,05-18-18,Structural Engineer,0.0,1.0,1,,A,A
Lekberg,Irvin,M,CU_8277835,130.13,36.907,06-27-18,Data Coordiator,0.0,1.0,1,,A,A
Liter,Nikola ,F,CU_3518286,158.52,,01-19-18,Information Systems Manager,1.0,,1,,,A
Nellem,Farah ,F,CU_5795665,224.81,52.329,03-24-18,Data Coordiator,1.0,1.0,1,,A,A
Marchetti,Corey ,M,CU_6573906,84.17,34.922,01-22-18,Computer Systems Analyst II,,1.0,1,,,A
Guterriez,Edith,F,CU_2510675,242.29,37.906,07-20-18,Senior Sales Associate,1.0,,1,,A,A
Hacken,Mariah ,F,CU_7122775,164.11,43.042,06-20-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Mazin,Keven,M,CU_2862935,216.0,20.17,04-23-18,Senior Sales Associate,,,1,,A,A
Hoerger,Bruce,M,CU_2748247,144.88,54.452,10-18-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Bucke,Danielle,F,CU_3125082,65.3,58.352,12-08-18,Software Engineer IV,1.0,1.0,1,,,A
Leatherberry,Michelle ,F,CU_2289498,182.82,34.371,09-28-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Marrier,Elliot ,M,CU_5615451,98.03,,03-28-18,,,1.0,1,,A,A
Kacprowski,Alfred,M,CU_2699099,210.75,59.252,10-05-18,Software Engineer IV,,1.0,1,,,A
Woullard,Newton,M,CU_8933214,109.77,46.578,07-10-18,Assistant Manager,1.0,1.0,1,,,A
Zinkievich,Soraya ,F,CU_1371998,125.93,52.942,10-02-18,Software Engineer IV,,1.0,1,,A,A
Ziman,Jaydon ,M,CU_5189470,121.76,60.131,05-11-18,Structural Engineer,,1.0,1,,,A
Kahaleua,Karam ,M,CU_7155550,125.05,63.576,02-25-18,Structural Engineer,,1.0,1,,A,A
Frazey,Clayton ,M,CU_5173090,333.56,37.83,04-01-18,Data Coordiator,,1.0,1,,,A
Cassem,Diana,F,CU_2289507,74.39,34.699,06-21-18,Assistant Manager,,1.0,1,,A,A
Lifsey,Tallulah ,F,CU_7188324,72.31,51.675,06-08-18,,0.0,1.0,1,,A,A
Pizzo,Antoinette,F,CU_1920862,215.73,35.393,04-06-18,Software Engineer IV,,1.0,1,,,A
Sigmond,Gilbert ,M,CU_2402413,140.24,58.832,11-06-18,,0.0,1.0,1,,,A
Vassallo,Rose ,F,CU_8302439,339.65,29.302,11-30-18,Data Coordiator,0.0,1.0,1,,,A
Uhde,Essie,F,CU_2748266,257.49,,10-04-18,,0.0,1.0,1,,A,A
Vandeputte,Florencio,M,CU_9342827,307.86,,07-16-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Buffo,Neo ,M,CU_8114028,179.99,48.646,02-12-18,Information Systems Manager,0.0,1.0,1,,,A
Stromer,Karyn,F,CU_6131564,128.45,,12-02-18,,0.0,1.0,1,,,A
Derfus,Hussain ,M,CU_7655278,160.93,48.718,07-28-18,Design Engineer,,1.0,1,,A,A
Belyea,Catrin ,F,CU_3821421,130.95,21.817,09-19-18,Software Engineer IV,0.0,1.0,1,,A,A
Pandey,Seb ,M,CU_1027950,179.69,58.422,01-29-18,Information Systems Manager,0.0,1.0,1,,,A
Sherril,Caoimhe ,F,CU_5451633,739.16,37.228,06-10-18,Social Worker,1.0,1.0,1,,A,A
Rhynes,Shae ,M,CU_2502516,219.71,,05-14-18,Senior Sales Associate,,,1,,A,A
Bicker,Fintan ,M,CU_4099960,184.63,59.691,04-27-18,Assistant Manager,0.0,1.0,1,,A,A
Calvani,Jennifer ,F,CU_8875897,401.31,71.491,05-09-18,Software Engineer IV,0.0,1.0,1,,,A
Quirarte,Trey,M,CU_9744250,91.95,20.94,04-18-18,Data Coordiator,0.0,1.0,1,,,A
Huntsinger,Mohammad ,M,CU_7049082,148.63,24.937,01-28-18,Social Worker,1.0,,1,,,A
Sudbrock,Becky,F,CU_4583293,156.32,50.094,01-18-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
